Price,new_car_price,overview_Fuel type,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage,Emission_Standard,Seating_Capacity,Fuel_Tank_Capcity,Safety_Score,Sunroof,Praking_Sensors,Keyless_Start,GPS_Navigation,ADAS,Automatic_Emergency_Braking,Driving_Range,Regenerative_Braking,CNG_Capacity,Supercharger,Four_Wheel_Drive
4250000.0,5832000.0,Petrol,2024,Audi,Q3,"['Sportback', 'Technology', 'Plus', 'S-line']",6000.0,1,Automatic,0,Individual,Ahmedabad,1984.0,193.0,15.77,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,0.0,0,0.0,1,1
3351000.0,6018000.0,Petrol,2024,Audi,Q3,"['Sportback', 'Technology', 'Plus', 'S-line', '[2023-2024]']",35162.0,1,Automatic,0,Individual,Ahmedabad,1984.0,193.0,15.77,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,0.0,0,0.0,1,1
1675000.0,3873000.0,Petrol,2017,Audi,Q3,"['30', 'TFSI', 'Premium']",30000.0,1,Automatic,1,Individual,Ahmedabad,1395.0,148.0,16.9,BS 4,5,64.0,5.566091209190391,1,0,0,1,0,0,0.0,0,0.0,1,0
1750000.0,4.7,Diesel,2017,Audi,Q3,"['30', 'TDI', 'Premium', 'FWD']",68829.0,1,Automatic,0,Individual,Ahmedabad,1968.0,150.0,18.51,BS 4,5,64.0,5.250557509442676,1,0,0,1,0,0,0.0,0,0.0,1,0
3900000.0,5303000.0,Petrol,2025,Audi,Q3,"['40', 'TFSI', 'Premium', 'Plus']",35000.0,1,Automatic,1,Individual,Ahmedabad,1984.0,188.0,14.93,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,896.0,0,0.0,1,1
1290000.0,3611000.0,Diesel,2017,Audi,Q3,"['30', 'TDI', 'S']",122000.0,1,Manual,1,Individual,Ahmedabad,1968.0,138.0,17.71,Not Applicable,5,64.0,1.7034304767949882,1,0,0,0,0,0,0.0,0,0.0,1,0
1490000.0,5832000.0,Diesel,2017,Audi,Q3,"['35', 'TDI', 'Premium', 'Plus', '+', 'Sunroof']",85500.0,2,Automatic,1,Individual,Ahmedabad,1968.0,174.0,15.77,Not Applicable,5,64.0,2.0189641765427018,1,1,0,0,0,0,0.0,0,0.0,1,1
1200000.0,3904000.0,Diesel,2013,Audi,Q3,"['2.0', 'TDI', 'quattro', 'Premium']",127000.0,2,Automatic,0,Individual,Ahmedabad,1968.0,174.0,15.77,Not Applicable,5,64.0,1.971528175349786,1,0,0,0,0,0,0.0,0,0.0,0,0
1500000.0,3873000.0,Petrol,2017,Audi,Q3,"['30', 'TFSI', 'Premium']",38000.0,2,Automatic,1,Individual,Ahmedabad,1395.0,148.0,16.9,BS 4,5,64.0,5.566091209190391,1,0,0,1,0,0,0.0,0,0.0,1,0
1551000.0,4093000.0,Diesel,2018,Audi,Q3,"['30', 'TDI', 'Premium', 'FWD']",75831.0,1,Automatic,1,Individual,Ahmedabad,1968.0,150.0,18.51,BS 4,5,64.0,5.250557509442676,1,0,0,1,0,0,0.0,0,0.0,1,0
4250000.0,5832000.0,Petrol,2025,Audi,Q3,"['40', 'TFSI', 'Technology']",7255.0,1,Automatic,0,Individual,Ahmedabad,1984.0,188.0,14.93,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,896.0,0,0.0,1,1
1950000.0,4844000.0,Diesel,2018,Audi,Q3,"['35', 'TDI', 'quattro', 'Technology']",79461.0,1,Automatic,0,Individual,Ahmedabad,1968.0,184.0,15.17,BS 4,5,64.0,5.250557509442676,1,1,0,1,0,0,0.0,0,0.0,1,1
1425000.0,4439000.0,Diesel,2017,Audi,Q3,"['35', 'TDI', 'quattro', 'Premium', 'Plus']",103000.0,1,Automatic,1,Individual,Ahmedabad,1968.0,184.0,15.17,BS 4,5,64.0,5.250557509442676,1,1,0,1,0,0,0.0,0,0.0,1,1
1675000.0,3611000.0,Diesel,2017,Audi,Q3,"['30', 'TDI', 'S']",59000.0,1,Manual,1,Individual,Ahmedabad,1968.0,138.0,17.71,Not Applicable,5,64.0,1.7034304767949882,1,0,0,0,0,0,0.0,0,0.0,1,0
3675000.0,5903000.0,Petrol,2024,Audi,Q3,"['40', 'TFSI', 'Technology', '[2022-2024]']",23000.0,1,Automatic,1,Individual,Ahmedabad,1984.0,192.0,14.93,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,896.0,0,0.0,1,1
4250000.0,5832000.0,Petrol,2025,Audi,Q3,"['40', 'TFSI', 'Technology']",6843.0,1,Automatic,0,Individual,Ahmedabad,1984.0,188.0,14.93,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,896.0,0,0.0,1,1
500000.0,5832000.0,Diesel,2012,Audi,Q3,"['2.0', 'TDI', 'Base', 'Grade']",97000.0,1,Automatic,0,Individual,Ahmedabad,1968.0,174.0,15.77,Not Applicable,5,64.0,2.0189641765427018,1,0,0,0,0,0,0.0,0,0.0,1,1
4000000.0,5303000.0,Petrol,2025,Audi,Q3,"['40', 'TFSI', 'Premium', 'Plus']",38000.0,1,Automatic,0,Individual,Ahmedabad,1984.0,188.0,14.93,BS 6,5,62.4,5.566091209190391,1,1,0,1,0,0,896.0,0,0.0,1,1
2500000.0,5832000.0,Diesel,2019,Audi,Q5,"['35', 'TDI', 'Technology']",60248.0,1,Automatic,1,Commercial,Ahmedabad,1968.0,188.0,13.100000000000001,Not Applicable,5,64.0,0.7359904639672388,0,0,0,0,0,0,0.0,0,0.0,0,0
2100000.0,5832000.0,Diesel,2018,Audi,Q5,"['35', 'TDI', 'Technology']",98000.0,2,Automatic,1,Individual,Ahmedabad,1968.0,188.0,13.100000000000001,Not Applicable,5,64.0,0.7359904639672388,0,0,0,0,0,0,0.0,0,0.0,0,0
1675000.0,4439000.0,Diesel,2017,Audi,Q3,"['35', 'TDI', 'quattro', 'Premium', 'Plus']",56000.0,1,Automatic,1,Individual,Ahmedabad,1968.0,184.0,15.17,BS 4,5,64.0,5.250557509442676,1,1,0,1,0,0,0.0,0,0.0,1,1
1250000.0,5832000.0,Diesel,2013,Audi,Q5,"['2.0', 'TDI', 'quattro', 'Technology', 'Pack']",78000.0,1,Automatic,1,Individual,Ahmedabad,1968.0,174.0,12.8,Not Applicable,5,75.0,1.971528175349786,1,0,0,0,0,0,0.0,0,0.0,0,0
5450000.0,7756000.0,Petrol,2025,Audi,Q5,"['Technology', '45', 'TFSI']",7000.0,1,Automatic,1,Individual,Ahmedabad,1984.0,261.0,13.4,BS 6,5,70.0,7.0241210257665205,1,1,1,1,0,0,943.0,0,0.0,1,1
5600000.0,5832000.0,Petrol,2024,Audi,Q5,"['Technology', '45', 'TFSI']",6800.0,1,Automatic,0,Individual,Ahmedabad,1984.0,261.0,13.4,BS 6,5,70.0,7.0241210257665205,1,1,1,1,0,0,943.0,0,0.0,1,1
1175000.0,5631000.0,Diesel,2016,Audi,Q5,"['2.0', 'TDI', 'quattro', 'Premium']",89000.0,1,Automatic,0,Individual,Ahmedabad,1968.0,174.0,12.8,Not Applicable,5,75.0,1.971528175349786,1,0,0,0,0,0,0.0,0,0.0,0,0
5600000.0,5832000.0,Petrol,2024,Audi,Q5,"['Technology', '45', 'TFSI']",4688.0,1,Automatic,0,Individual,Ahmedabad,1984.0,261.0,13.4,BS 6,5,70.0,7.0241210257665205,1,1,1,1,0,0,943.0,0,0.0,1,1
900000.0,4905000.0,Diesel,2012,Audi,Q5,"['2.0', 'TDI', 'quattro']",123000.0,1,Automatic,1,Individual,Ahmedabad,1968.0,170.0,13.100000000000001,Not Applicable,5,75.0,1.1757851448580747,0,0,0,0,0,0,0.0,0,0.0,0,0
2500000.0,5832000.0,Diesel,2019,Audi,Q5,"['35', 'TDI', 'Technology']",60000.0,1,Automatic,1,Individual,Ahmedabad,1968.0,188.0,13.100000000000001,Not Applicable,5,64.0,0.7359904639672388,0,0,0,0,0,0,0.0,0,0.0,0,0
7800000.0,5832000.0,Petrol,2024,Audi,Q7,"['Technology', '55', 'TFSI']",11000.0,1,Automatic,0,Individual,Ahmedabad,2995.0,335.0,11.2,BS 6,7,85.0,7.339654725514234,1,1,1,1,0,0,953.0,0,0.0,1,1
8000000.0,5832000.0,Petrol,2025,Audi,Q7,['Technology'],5350.0,1,Automatic,0,Individual,Ahmedabad,2995.0,335.0,13.41,BS 6,7,85.0,7.339654725514234,1,1,1,1,0,0,0.0,0,0.0,1,1
3200000.0,8978000.0,Diesel,2017,Audi,Q7,"['45', 'TDI', 'Technology', 'Pack']",94000.0,1,Automatic,1,Individual,Ahmedabad,2967.0,245.0,14.75,BS 4,7,75.0,7.339654725514234,1,1,1,1,0,0,0.0,0,0.0,1,1
2990000.0,8087000.0,Diesel,2018,Audi,Q7,"['45', 'TDI', 'Premium', 'Plus']",164000.0,1,Automatic,0,Individual,Ahmedabad,2967.0,245.0,14.75,BS 4,7,75.0,7.339654725514234,1,1,1,1,0,0,0.0,0,0.0,1,1
4500000.0,8087000.0,Diesel,2018,Audi,Q7,"['45', 'TDI', 'Premium', 'Plus']",44797.0,1,Automatic,0,Individual,Ahmedabad,2967.0,245.0,14.75,BS 4,7,75.0,7.339654725514234,1,1,1,1,0,0,0.0,0,0.0,1,1
7150000.0,16100000.000000002,Electric,2024,Audi,Q8,"['e-tron', 'Sportback', '55']",66000.0,1,Automatic,1,Individual,Ahmedabad,2995.0,335.0,9.8,Not Applicable,5,64.0,7.236998335570581,1,1,1,1,0,0,0.0,0,0.0,0,1
7000000.0,5832000.0,Petrol,2024,Audi,S5,"['Sportback', '3.0', 'TFSI', 'Quattro']",3500.0,1,Automatic,0,Individual,Ahmedabad,2994.0,349.0,10.6,BS 6,5,58.0,8.797684542090366,1,1,1,1,0,0,615.0,0,0.0,1,1
1200000.0,7584000.0,Petrol,2016,Audi,TT,"['45', 'TFSI']",65100.0,3,Automatic,0,Individual,Ahmedabad,1984.0,227.0,14.33,Not Applicable,2,55.0,1.7034304767949882,0,1,0,0,0,0,0.0,0,0.0,0,1
6850000.0,11800000.0,Petrol,2021,Audi,Q8,['Celebration'],45000.0,1,Automatic,1,Individual,Ahmedabad,2995.0,335.0,9.8,BS 6,5,85.0,7.339654725514234,1,1,1,1,0,0,833.0,0,0.0,1,1
2750000.0,4.7,Diesel,2021,BMW,2,"['Series', 'Gran', 'Coupe', '220d', 'Sportline']",20937.0,1,Automatic,0,Individual,Ahmedabad,1995.0,188.0,18.64,BS 6,5,50.0,5.250557509442676,1,1,1,1,0,0,932.0,0,0.0,1,0
2995000.0,4752000.0,Diesel,2021,BMW,2,"['Series', 'Gran', 'Coupe', '220d', 'Sportline']",39000.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,18.64,BS 6,5,50.0,5.250557509442676,1,1,1,1,0,0,932.0,0,0.0,1,0
2555000.0,5101000.0,Diesel,2022,BMW,2,"['Series', 'Gran', 'Coupe', '220d', 'M', 'Sport', '[2022-2023]']",20000.0,1,Automatic,0,Individual,Ahmedabad,1995.0,188.0,18.6,BS 6,5,50.0,5.250557509442676,1,1,1,1,0,0,932.0,0,0.0,1,0
3000000.0,5372000.0,Diesel,2023,BMW,2,"['Series', 'Gran', 'Coupe', '220d', 'M', 'Sport']",68000.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,18.64,BS 6,5,50.0,5.250557509442676,1,1,1,1,1,0,932.0,0,0.0,1,0
3150000.0,5035000.0,Petrol,2023,BMW,2,"['Series', 'Gran', 'Coupe', '220i', 'M', 'Sport']",23008.0,1,Automatic,0,Individual,Ahmedabad,1998.0,176.0,14.82,BS 6,5,50.0,5.250557509442676,1,1,1,1,1,0,741.0,0,0.0,1,0
5400000.0,7015000.000000001,Diesel,2025,BMW,3,"['Series', 'Gran', 'Limousine', '320Ld', 'M', 'Sport']",7460.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,19.61,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,1157.0,0,0.0,1,0
4675000.0,6856999.999999999,Petrol,2024,BMW,3,"['Series', 'Gran', 'Limousine', '330Li', 'M', 'Sport']",19000.0,1,Automatic,1,Individual,Ahmedabad,1998.0,255.0,15.39,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,908.0,0,0.0,1,0
5300000.0,7015000.000000001,Diesel,2024,BMW,3,"['Series', 'Gran', 'Limousine', '320Ld', 'M', 'Sport']",11825.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,19.61,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,1157.0,0,0.0,1,0
3775000.0,6320000.0,Diesel,2021,BMW,3,"['Series', 'Gran', 'Limousine', '320Ld', 'Luxury', 'Line']",43000.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,19.6,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,1158.0,0,0.0,1,0
4000000.0,6077000.0,Petrol,2022,BMW,3,"['Series', 'Gran', 'Limousine', '330Li', 'Luxury', 'Line']",7287.0,1,Automatic,0,Individual,Ahmedabad,1998.0,255.0,15.3,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,903.0,0,0.0,1,0
3500000.0,6077000.0,Petrol,2022,BMW,3,"['Series', 'Gran', 'Limousine', '330Li', 'Luxury', 'Line']",40251.0,2,Automatic,0,Individual,Ahmedabad,1998.0,255.0,15.3,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,903.0,0,0.0,1,0
1990000.0,5467000.0,Diesel,2016,BMW,3,"['Series', 'GT', '320d', 'Luxury', 'Line', '[2014-2016]']",100000.0,1,Automatic,0,Individual,Ahmedabad,1995.0,184.0,19.59,Not Applicable,5,60.0,1.6010463007093867,1,1,1,1,0,0,0.0,0,0.0,1,0
1750000.0,5467000.0,Diesel,2015,BMW,3,"['Series', 'GT', '320d', 'Luxury', 'Line', '[2014-2016]']",58000.0,2,Automatic,1,Individual,Ahmedabad,1995.0,184.0,19.59,Not Applicable,5,60.0,1.6010463007093867,1,1,1,1,0,0,0.0,0,0.0,1,0
2350000.0,5632000.0,Diesel,2019,BMW,3,"['Series', 'GT', '320d', 'Luxury', 'Line']",55000.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,21.76,BS 4,5,57.0,5.250557509442676,1,1,1,1,0,0,0.0,0,0.0,1,0
1325000.0,5467000.0,Diesel,2015,BMW,3,"['Series', 'GT', '320d', 'Luxury', 'Line', '[2014-2016]']",109000.0,2,Automatic,1,Individual,Ahmedabad,1995.0,184.0,19.59,Not Applicable,5,60.0,1.6010463007093867,1,1,1,1,0,0,0.0,0,0.0,1,0
2100000.0,4772000.0,Diesel,2016,BMW,3,"['Series', 'GT', '320d', 'Sport', 'Line']",84000.0,1,Automatic,0,Individual,Ahmedabad,1995.0,188.0,21.76,Not Applicable,5,57.0,1.7034304767949882,0,1,1,1,0,0,0.0,0,0.0,1,0
1125000.0,5038000.0,Diesel,2016,BMW,3-Series,"['320d', 'Luxury', 'Line']",63000.0,2,Automatic,1,Individual,Ahmedabad,1995.0,188.0,22.69,Not Applicable,5,57.0,1.7034304767949882,1,1,1,1,0,0,0.0,0,0.0,1,0
1800000.0,5090000.0,Diesel,2016,BMW,3,"['Series', 'GT', '320d', 'Sport', 'Line', '[2014-2016]']",80000.0,1,Automatic,1,Individual,Ahmedabad,1995.0,184.0,19.59,Not Applicable,5,60.0,1.6010463007093867,1,1,1,1,0,0,0.0,0,0.0,1,0
4750000.0,6764000.0,Diesel,2023,BMW,3-Series,"['320Ld', 'M', 'Sport', '[2023]']",13870.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,19.61,BS 6,5,59.0,5.250557509442676,1,1,1,1,0,0,1157.0,0,0.0,1,0
5650000.0,6881999.999999999,Petrol,2025,BMW,3-Series,"['330Li', 'M', 'Sport']",14000.0,1,Automatic,0,Individual,Ahmedabad,1998.0,255.0,11.5,BS 6,5,59.0,5.250557509442676,1,1,1,1,1,0,908.0,0,0.0,1,0
5650000.0,6881999.999999999,Petrol,2025,BMW,3-Series,"['330Li', 'M', 'Sport']",17000.0,1,Automatic,0,Individual,Ahmedabad,1998.0,255.0,11.5,BS 6,5,59.0,5.250557509442676,1,1,1,1,1,0,908.0,0,0.0,1,0
1880000.0,4607000.0,Diesel,2018,BMW,3-Series,"['320d', 'Sport', 'Shadow', 'Edition']",76744.0,1,Automatic,1,Individual,Ahmedabad,1995.0,188.0,22.69,Not Applicable,5,57.0,1.7034304767949882,1,1,1,0,0,0,0.0,0,0.0,1,0
5650000.0,6881999.999999999,Petrol,2025,BMW,3-Series,"['330Li', 'M', 'Sport']",17330.0,1,Automatic,0,Individual,Ahmedabad,1998.0,255.0,11.5,BS 6,5,59.0,5.250557509442676,1,1,1,1,1,0,908.0,0,0.0,1,0
