,Price,new_car_price,overview_Fuel type,overview_Transmission,overview_Color,overview_Insurance,overview_Registration Type,overview_Car Available at,spec_Engine,spec_Fuel Type,spec_Transmission,spec_Max Power (bhp@rpm),spec_Max Torque (Nm@rpm),spec_Mileage,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership
19741,590000.0,1103000.0,Petrol,Manual - 5 Gears,Red,Not Available,Individual,"Vikaspuri, Delhi","1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,Manual - 5 Gears,88 bhp @ 6000 rpm,113 Nm @ 4400 rpm,ARAI: 22.3 kmpl | User Reported: 20 kmpl,,BS 6,5 Seats and 2 Rows,318 L,37 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,827 km,Not Applicable,,,,No,,No,No,2022,Toyota,Glanza,"['V', '[2022-2023]']",48000.0,1
19742,2870000.0,4478000.0,Diesel,Automatic (TC) - 6 Gears,Red,Comprehensive,Individual,"Kalyan Vas, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic (TC) - 6 Gears,201 bhp @ 3000-3400 rpm,500 Nm @ 1600 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['High', 'Diesel', 'Turbo', 'Automatic']",28000.0,1
19743,2745000.0,4478000.0,Diesel,Automatic (TC) - 6 Gears,White,Zero Depreciation,Individual,"Greater Kailash, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic (TC) - 6 Gears,201 bhp @ 3000-3400 rpm,500 Nm @ 1600 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2024,Toyota,Hilux,"['High', 'Diesel', 'Turbo', 'Automatic']",39000.0,1
19744,2872000.0,4478000.0,Diesel,Automatic (TC) - 6 Gears,Red,Comprehensive,Individual,"Kalyan Vas, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic (TC) - 6 Gears,201 bhp @ 3000-3400 rpm,500 Nm @ 1600 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['High', 'Diesel', 'Turbo', 'Automatic']",28000.0,1
19745,2150000.0,3561000.0,Diesel,Manual - 6 Gears,Grey,Comprehensive,Individual,"Ashok Vihar, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,201 bhp @ 3400 rpm,420 Nm @ 1400 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['STD', 'Diesel', 'Turbo', 'Manual']",56000.0,1
19746,2150000.0,3561000.0,Diesel,Manual - 6 Gears,Grey,Zero Depreciation,Individual,"Gujranwala Town, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,201 bhp @ 3400 rpm,420 Nm @ 1400 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['STD', 'Diesel', 'Turbo', 'Manual']",56000.0,1
19747,2875000.0,4478000.0,Diesel,Automatic (TC) - 6 Gears,Red,Comprehensive,Individual,"J 6Block Rajouri Garden, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic (TC) - 6 Gears,201 bhp @ 3000-3400 rpm,500 Nm @ 1600 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['High', 'Diesel', 'Turbo', 'Automatic']",28000.0,1
19748,2825000.0,4478000.0,Diesel,Automatic (TC) - 6 Gears,Red,Comprehensive,Individual,"J 6Block Rajouri Garden, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic (TC) - 6 Gears,201 bhp @ 3000-3400 rpm,500 Nm @ 1600 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['High', 'Diesel', 'Turbo', 'Automatic']",28000.0,1
19749,770000.0,1602000.0,Diesel,"Manual - 5 Gears, Sport Mode",Avant Garde Bronze,Comprehensive,Individual,"Patel Nagar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,,7 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Toyota,Innova,"['Crysta', '2.4', 'G', '7', 'STR', '[2016-2017]']",55000.0,3
19750,2890000.0,4478000.0,Diesel,Automatic (TC) - 6 Gears,White,Comprehensive,Individual,"Vasant Kunj, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic (TC) - 6 Gears,201 bhp @ 3000-3400 rpm,500 Nm @ 1600 rpm,,,BS6 Phase 2,5 Seats and 2 Rows,470 L,80 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Front & Rear,Yes,No,No,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Manual Shift - Electronic,2023,Toyota,Hilux,"['High', 'Diesel', 'Turbo', 'Automatic']",58184.0,1
19751,1250000.0,1904000.0,Diesel,"Manual - 5 Gears, Sport Mode",White,Third Party,Commercial Registration,"Naraina Vihar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2020,Toyota,Innova,"['Crysta', '2.4', 'G', 'Plus', '7', 'STR', '[2019-2020]']",69000.0,1
19752,2271000.0,3080000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",White,Zero Depreciation,Individual,"Anand Parbat, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,ARAI: 15.6 kmpl | User Reported: 14 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'ZX', '2.4', 'AT', '7', 'STR']",74799.0,1
19753,975000.0,,Diesel,Automatic,Purple,Comprehensive,Individual,"Central Kirti Nagar, Delhi",2755 cc,Diesel,Automatic,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Toyota,Innova,"['Crysta', '2.8', 'G', 'AT']",126000.0,2
19754,1599000.0,2695000.0,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",Silver,Comprehensive,Individual,"Punjabi Bagh, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,ARAI: 14.29 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Toyota,Innova,"['Crysta', '2.8', 'ZX', 'AT', '7', 'STR', '[2016-2020]']",135000.0,1
19755,1775000.0,2779000.0,Diesel,Manual - 5 Gears,Grey,Expired,Individual,"Ashok Nagar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Toyota,Innova,"['Crysta', 'VX', '2.4', '7', 'STR']",87000.0,1
19756,1950000.0,2607000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Grey,Expired,Individual,"Lajpat Nagar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'GX', '2.4', 'AT', '7', 'STR']",48000.0,1
19757,2150000.0,2777000.0,Petrol,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Black,Zero Depreciation,Individual,"Vikaspuri, Delhi","2694 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,ARAI: 10.5 kmpl,,BS 6,7 Seats and 3 Rows,300 L,65 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,683 km,Not Applicable,,,,,,No,No,2022,Toyota,Innova,"['Crysta', 'ZX', '2.7', 'AT', '7', 'STR']",20000.0,1
19758,1245000.0,1948000.0,Diesel,"Manual - 5 Gears, Sport Mode",Purple,Comprehensive,Individual,"Rajapur, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Toyota,Innova,"['Crysta', '2.4', 'GX', '7', 'STR', '[2016-2020]']",175000.0,1
19759,1350000.0,1909000.0,Diesel,"Manual - 5 Gears, Sport Mode",Grey,Not Available,Individual,"Multani Mohalla, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 4,8 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Toyota,Innova,"['Crysta', '2.4', 'G', 'Plus', '8', 'STR', '[2019-2020]']",70000.0,1
19760,1125000.0,1948000.0,Diesel,"Manual - 5 Gears, Sport Mode",Maroon,Not Available,Individual,"Jawalpuri, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Toyota,Innova,"['Crysta', '2.4', 'GX', '7', 'STR', '[2016-2020]']",129000.0,2
19761,1400000.0,2971000.0,Diesel,Manual - 5 Gears,Gold,Expired,Individual,"J 6Block Rajouri Garden, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.6 kmpl | User Reported: 13 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Toyota,Innova,"['Crysta', 'ZX', '2.4', '7', 'STR']",165000.0,1
19762,1775000.0,2779000.0,Diesel,Manual - 5 Gears,Maroon,Comprehensive,Individual,"Ashok Vihar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Toyota,Innova,"['Crysta', 'VX', '2.4', '7', 'STR']",50000.0,2
19763,2500000.0,3080000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Silver,Not Available,NotAvailable,"Badarpur, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,ARAI: 15.6 kmpl | User Reported: 14 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'ZX', '2.4', 'AT', '7', 'STR']",78000.0,1
19764,1600000.0,2226000.0,Diesel,Manual - 5 Gears,Avant Garde Bronze,Comprehensive,Individual,"Dadri Road Surajpur, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.6 kmpl | User Reported: 14.5 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'G', '2.4', '7', 'STR']",75000.0,1
19765,1175000.0,2695000.0,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",Bronze,Comprehensive,Individual,"Anand Parbat, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,ARAI: 14.29 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Toyota,Innova,"['Crysta', '2.8', 'ZX', 'AT', '7', 'STR', '[2016-2020]']",16.0,3
19766,2000000.0,2543000.0,Diesel,"Manual - 5 Gears, Sport Mode",White Pearl Crystal Shine,Not Available,NotAvailable,"Punjabi Bagh, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Toyota,Innova,"['Crysta', '2.4', 'ZX', '7', 'STR', '[2016-2020]']",52000.0,1
19768,1789999.9999999998,2607000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Brown,Comprehensive,Individual,"Central Kirti Nagar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'GX', '2.4', 'AT', '7', 'STR']",40000.0,1
19769,1650000.0,2408000.0,Diesel,Manual - 5 Gears,Bronze,Comprehensive,Individual,"Anand Parbat, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'GX', '2.4', '7', 'STR']",90000.0,1
19770,1300000.0,2447000.0,Petrol,Manual - 5 Gears,White,Zero Depreciation,Individual,"Kirti Nagar, Delhi","2694 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,Manual - 5 Gears,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,ARAI: 10.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,65 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,689 km,Not Applicable,,,,,,No,No,2022,Toyota,Innova,"['Crysta', 'VX', '2.7', '7', 'STR']",141000.0,1
19771,1795000.0,2607000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Silver,Comprehensive,Individual,"Amar Colony, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Toyota,Innova,"['Crysta', 'GX', '2.4', 'AT', '7', 'STR']",69000.0,1
19772,1290000.0,1948000.0,Diesel,"Manual - 5 Gears, Sport Mode",Bronze,Comprehensive,Individual,"Kalyan Vas, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 5 Gears, Sport Mode",148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Toyota,Innova,"['Crysta', '2.4', 'GX', '7', 'STR', '[2016-2020]']",140000.0,1
19773,1550000.0,2695000.0,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",White,Comprehensive,Individual,"Anand Parbat, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,ARAI: 14.29 kmpl,,BS 4,7 Seats and 3 Rows,,55 litres,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Toyota,Innova,"['Crysta', '2.8', 'ZX', 'AT', '7', 'STR', '[2016-2020]']",75000.0,1
19774,1848999.9999999998,2785000.0,Diesel,Manual - 5 Gears,Bronze,Comprehensive,Individual,"Nirman Vihar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.6 kmpl | User Reported: 12 kmpl,,BS 6,8 Seats and 3 Rows,300 L,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,858 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Toyota,Innova,"['Crysta', 'VX', '2.4', '8', 'STR']",51000.0,1
19775,1125000.0,2119000.0,Diesel,"Automatic - 6 Gears, Sport Mode",Silver,Comprehensive,Individual,"Defence Colony, Delhi","2755 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Sport Mode",172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,ARAI: 14.29 kmpl,,BS 4,8 Seats and 3 Rows,,55 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2016,Toyota,Innova,"['Crysta', '2.8', 'GX', 'AT', '8', 'STR', '[2016-2020]']",94000.0,1
19776,1225000.0,2181000.0,Petrol,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Silver,Not Available,NotAvailable,"J 6Block Rajouri Garden, Delhi","2694 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,ARAI: 15.6 kmpl,,BS 6,7 Seats and 3 Rows,,65 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,No,Not Applicable,Not Applicable,1014 km,Not Applicable,,,,,,No,No,2021,Toyota,Innova,"['Crysta', '2.7', 'GX', 'Limited', 'Edtion', 'AT', '7', 'STR']",19000.0,2
19777,1499000.0,2082999.9999999998,Diesel,Manual - 5 Gears,Silver,Comprehensive,Individual,"Central Kirti Nagar, Delhi","2393 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 5 Gears,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,ARAI: 15.1 kmpl,,BS 6,7 Seats and 3 Rows,,55 litres,"3 Airbags (Driver, Front Passenger, Driver Knee)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Rear,No,No,,,Not Applicable,Not Applicable,,,,,,,,Turbocharged (Variable Geometry),No,2020,Toyota,Innova,"['Crysta', '2.4', 'GX', '7', 'STR']",55000.0,1
