,Price,new_car_price,overview_Fuel type,overview_Transmission,overview_Color,overview_Insurance,overview_Registration Type,overview_Car Available at,spec_Engine,spec_Fuel Type,spec_Transmission,spec_Max Power (bhp@rpm),spec_Max Torque (Nm@rpm),spec_Mileage,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership
7966,1795000.0,2778000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Grey,Comprehensive,Individual,"BTM Layout, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl | User Reported: 14.5 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Tata,Harrier,"['XZA', 'Plus']",22092.0,1
7967,1600000.0,2305000.0,Diesel,"Manual - 6 Gears, Sport Mode",Oberon black,Comprehensive,Individual,"Singasandra, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 6 Gears, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 16.3 kmpl | User Reported: 15 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,818 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Tata,Harrier,"['XT', 'Plus']",34476.0,1
7968,1600000.0,2378000.0,Diesel,"Manual - 6 Gears, Sport Mode",ORCWT DT,Comprehensive,Individual,"Jayanagar 2nd Block, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 6 Gears, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 16.3 kmpl | User Reported: 15 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,818 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Tata,Harrier,['XZ'],86000.0,1
7969,900000.0,1862000.0,Diesel,Manual - 6 Gears,O WHITE,Comprehensive,Individual,Bangalore,"1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,,,BS 4,5 Seats and 2 Rows,425 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Tata,Harrier,"['XM', '[2019-2020]']",35000.0,1
7970,1547000.0,2778000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",White,Comprehensive,Individual,"Singasandra, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl | User Reported: 14.5 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Tata,Harrier,"['XZA', 'Plus']",49771.0,1
7971,894999.9999999999,2170000.0,Diesel,Manual - 6 Gears,Orange,Expired,Individual,"Kempapura Agrahara, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,User Reported: 16 kmpl,,BS 4,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,No,Rear,Yes,No,,,,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Tata,Harrier,"['XZ', '[2019-2020]']",56000.0,3
7972,2200000.0,3079000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Oberon Black,Not Available,NotAvailable,"Uttarahalli Hobli, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750-2500 rpm,ARAI: 14.6 kmpl | User Reported: 14.5 kmpl,,BS6 Phase 2,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2023,Tata,Harrier,"['XZA', 'Plus', '(O)', 'Red', 'Dark', 'Edition']",20000.0,1
7973,1695000.0,2778000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Red,Expired,Individual,"BTM Layout, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl | User Reported: 14.5 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Tata,Harrier,"['XZA', 'Plus']",49246.0,1
7974,1235000.0,2477000.0,Diesel,"Manual - 6 Gears, Sport Mode",Black,Expired,Individual,"Yeshwanthpur, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Manual - 6 Gears, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 16.35 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,817.5 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Tata,Harrier,"['XZ', 'Plus', 'Dark', 'Edition']",64737.0,1
7975,1280000.0,2208000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",White,Expired,Individual,"Adugodi, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl | User Reported: 14.75 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Remote,No,Rear,No,No,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Tata,Harrier,['XMA'],70000.0,2
7976,1500000.0,2821000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Oberon Black,Not Available,NotAvailable,"C V Raman Nagar, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl | User Reported: 16 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Tata,Harrier,"['2021', 'XZA', 'Plus', 'Dark', 'Edition']",55000.0,1
7977,1600000.0,2557000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",TEL_GREY,Not Available,Individual,"Banashankari List, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Tata,Harrier,['XZA'],95000.0,1
7978,1139000.0,2472000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",Black,Expired,Individual,"Cholourpalya, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.63 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,731.5 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2020,Tata,Harrier,"['XZA', 'Dark', 'Edition', '[2020-2021]']",117325.0,1
7979,933000.0,2557000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",White,Expired,Individual,"Whitefield Road, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2020,Tata,Harrier,['XZA'],134949.0,2
7980,2350000.0,3350000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Not Available,NotAvailable,"OMBR Layout, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC, Single-point fuel distribution",Diesel,"Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750-2500 rpm,ARAI: 14.6 kmpl | User Reported: 15.5 kmpl,,BS6 Phase 2,5 Seats and 2 Rows,445 L with 1 hook,50 litres,"7 Airbags (Driver, Front Passenger, 2 Curtain, Driver Knee, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Voice Controlled",Front & Rear,Yes,Yes,Level 2,Yes,3 Years / 100000 Kms,Not Applicable,730 km,No Applicable Km,,,,No,,Turbocharged,No,2024,Tata,Harrier,"['Fearless', 'Plus', 'Dark', 'Edition', 'AT']",18000.0,1
7981,736000.0,2261000.0,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",Grey,Expired,Individual,"Sampigehalli, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,ARAI: 14.4 kmpl,,,7 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Tata,Hexa,"['XTA', '4x2', '7', 'STR']",91082.0,2
7982,1500000.0,2821000.0,Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",All colors,Not Available,NotAvailable,"Hesaraghatta, Bangalore","1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,ARAI: 14.6 kmpl | User Reported: 16 kmpl,,BS 6,5 Seats and 2 Rows,425 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,732 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2022,Tata,Harrier,"['2021', 'XZA', 'Plus', 'Dark', 'Edition']",50000.0,1
7984,1000000.0,1789000.0,Diesel,Manual - 6 Gears,Arizona Blue,Comprehensive,Individual,"Kengeri Satellite Town, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,ARAI: 14.4 kmpl,,,7 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Tata,Hexa,"['XM', '4x2', '7', 'STR']",67000.0,1
7985,894999.9999999999,2120000.0,Diesel,Manual - 6 Gears,Blue,Comprehensive,Individual,"Basapura, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,ARAI: 14.4 kmpl,,,7 Seats and 3 Rows,,60 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Tata,Hexa,"['XT', '4x2', '7', 'STR']",41875.0,1
7986,914000.0,2248000.0,Diesel,"Automatic - 6 Gears, Sport Mode",Others,Third Party,Not Available,"Bannerghatta Road, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Sport Mode",154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,,,,6 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Tata,Hexa,"['XTA', '4x2', '6', 'STR']",112387.0,1
7987,725000.0,2261000.0,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",Blue,Comprehensive,Individual,"Nagasandra, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,ARAI: 14.4 kmpl,,,7 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Tata,Hexa,"['XTA', '4x2', '7', 'STR']",158000.0,1
7988,925000.0,2108000.0,Diesel,Manual - 6 Gears,Grey,Comprehensive,Individual,"Jnana Ganga Nagar, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,,,,6 Seats and 3 Rows,,60 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Tata,Hexa,"['XT', '4x2', '6', 'STR']",117000.0,1
7989,1065000.0,2248000.0,Diesel,"Automatic - 6 Gears, Sport Mode",Blue,Expired,Individual,"Anand Nagar, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Sport Mode",154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,,,,6 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Tata,Hexa,"['XTA', '4x2', '6', 'STR']",69000.0,1
7990,1025000.0,2261000.0,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",White,Expired,Individual,"Anand Nagar, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,ARAI: 14.4 kmpl,,,7 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Tata,Hexa,"['XTA', '4x2', '7', 'STR']",74000.0,2
7991,975000.0,1944000.0000000002,Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",Other,Comprehensive,Individual,"BSK 3rd stage, Bangalore","2179 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 6 Gears, Manual Override, Sport Mode",154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,ARAI: 14.4 kmpl,,,7 Seats and 3 Rows,,60 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Tata,Hexa,"['XMA', '4x2', '7', 'STR']",58238.0,1
7992,168000.0,619000.0,Diesel,Manual - 5 Gears,JETSILVER,Not Available,Individual,"K R Puram, Bangalore","1405 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Diesel,Manual - 5 Gears,48.2 bhp @ 5000 rpm,85 Nm @ 2500 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,220 L,37 litres,,No,No,No,No,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2015,Tata,Indica,['LX'],125000.0,3
7993,120000.0,619000.0,Diesel,Manual - 5 Gears,Jet Silver,Expired,Taxi,"Banaswadi, Bangalore","1405 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Diesel,Manual - 5 Gears,48.2 bhp @ 5000 rpm,85 Nm @ 2500 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,220 L,37 litres,,No,No,No,No,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2016,Tata,Indica,['LX'],155000.0,3
7994,150000.0,569000.0,Diesel,Manual - 5 Gears,Jet Silver,Third Party,Individual,"Agrahara Dasarahalli, Bangalore","1405 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Diesel,Manual - 5 Gears,48.2 bhp @ 5000 rpm,85 Nm @ 2500 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,220 L,37 litres,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2013,Tata,Indica,['LS'],150000.0,2
7995,200000.0,569000.0,Diesel,Manual - 5 Gears,P SILVER,Third Party,Taxi,"Mahadevapura, Bangalore","1405 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Diesel,Manual - 5 Gears,48.2 bhp @ 5000 rpm,85 Nm @ 2500 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,220 L,37 litres,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2016,Tata,Indica,['LS'],240000.0,1
7996,200000.0,,Petrol,Manual,Red,Not Available,NotAvailable,"Nandini Layout, Bangalore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,Tata,Indica,['LSi'],90000.0,2
7997,300000.0,705000.0,Diesel,Manual - 5 Gears,White,Comprehensive,Individual,Bangalore,"1405 cc, 4 Cylinders Inline, 2 Valves/Cylinder, SOHC",Diesel,Manual - 5 Gears,70 bhp @ 4500 rpm,135 Nm @ 2500 rpm,ARAI: 19.6 kmpl,,,5 Seats and 2 Rows,380 L,42 litres,,No,No,No,No,No,No,No,Yes,No,No,Manual Key-Operated,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2014,Tata,Indigo,"['LS', 'TDI', 'BS-III']",250000.0,3
7998,150000.0,686000.0,Diesel,Manual - 5 Gears,Gold Satin,Third Party,Individual,Bangalore,1248 cc,Diesel,Manual - 5 Gears,90@4000,200@1750,ARAI: 16.1 kmpl,,,5 Seats,,44 litres,,No,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2010,Tata,Manza,"['Aqua', 'Quadrajet', 'BS-III']",195000.0,4+
7999,120000.0,,Petrol,Manual - 5 Gears,I BLACK,Not Available,NotAvailable,"Rajajinagar, Bangalore",1368 cc,Petrol,Manual - 5 Gears,90@6000,116@4750,,,,5 Seats,,44 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2010,Tata,Manza,"['Aura', '(ABS)', 'Safire', 'BS-IV']",100000.0,1
8000,137000.0,306000.0,Petrol,Manual - 4 Gears,Red,Expired,Individual,"Gandhi Nagar, Bangalore","624 cc, 2 Cylinders In V Shape, 2 Valves/Cylinder, SOHC",Petrol,Manual - 4 Gears,37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,ARAI: 25.35 kmpl | User Reported: 22 kmpl,,,4 Seats and 2 Rows,80 L,15 litres,,No,No,No,No,No,No,No,No,No,No,Manual Key-Operated,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Tata,Nano,"['Twist', 'XT']",51869.0,1
8001,165000.0,306000.0,Petrol,Manual - 4 Gears,Blue,Expired,Individual,"Basavanagudi, Bangalore","624 cc, 2 Cylinders In V Shape, 2 Valves/Cylinder, SOHC",Petrol,Manual - 4 Gears,37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,ARAI: 25.35 kmpl | User Reported: 22 kmpl,,,4 Seats and 2 Rows,80 L,15 litres,,No,No,No,No,No,No,No,No,No,No,Manual Key-Operated,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2014,Tata,Nano,"['Twist', 'XT']",42165.0,1
8002,85000.0,264000.0,Petrol,Manual - 4 Gears,Champagne Gold,Not Available,NotAvailable,"Begur, Bangalore","624 cc, 2 Cylinders In V Shape, 2 Valves/Cylinder, SOHC",Petrol,Manual - 4 Gears,37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,ARAI: 25.4 kmpl,,,4 Seats and 2 Rows,80 L,15 litres,,No,No,No,No,No,No,No,No,,No,Manual Key-Operated,No,,No,No,,,Not Applicable,,,,,,,,,,,2013,Tata,Nano,['LX'],38000.0,1
8003,275000.0,,Petrol,Automatic (AMT) - 4 Gears,Red,Comprehensive,Individual,"Banaswadi, Bangalore","2 Cylinders In V Shape, 2 Valves/Cylinder, SOHC",Petrol,Automatic (AMT) - 4 Gears,37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,,,,4 Seats and 2 Rows,,15 litres,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,No,,2016,Tata,Nano,"['Twist', 'XTA']",6100.0,2
8004,184000.0,306000.0,Petrol,Manual - 4 Gears,Others,Third Party,Not Available,"Bannerghatta Road, Bangalore","624 cc, 2 Cylinders In V Shape, 2 Valves/Cylinder, SOHC",Petrol,Manual - 4 Gears,37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,ARAI: 25.35 kmpl | User Reported: 22 kmpl,,,4 Seats and 2 Rows,80 L,15 litres,,No,No,No,No,No,No,No,No,No,No,Manual Key-Operated,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Tata,Nano,"['Twist', 'XT']",56826.0,2
8005,219000.0,420000.0,Petrol,"Automatic (AMT) - 5 Gears, Sport Mode",Damson Purple,Comprehensive,Individual,"Banaswadi, Bangalore","624 cc, 2 Cylinders Inline, 2 Valves/Cylinder, SOHC",Petrol,"Automatic (AMT) - 5 Gears, Sport Mode",37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,ARAI: 21.9 kmpl,,BS 4,5 Seats and 2 Rows,94 L,24 litres,,No,No,No,No,No,No,No,Yes,No,No,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Tata,Nano,['XTA'],39400.0,2
8006,95000.0,234000.0,Petrol,Manual - 4 Gears,Rouge Red,Third Party,Individual,"Bannerghatta, Bangalore","624 cc, 2 Cylinders In V Shape, 2 Valves/Cylinder, SOHC",Petrol,Manual - 4 Gears,37 bhp @ 5500 rpm,51 Nm @ 4000 rpm,ARAI: 25.4 kmpl,,,4 Seats and 2 Rows,80 L,15 litres,,No,No,No,No,No,No,No,No,,No,No,No,,No,No,,,Not Applicable,,,,,,,,,,,2013,Tata,Nano,['CX'],21900.0,2
