Price,new_car_price,overview_Fuel type,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage
1210000.0,1719000.0000000002,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,No,No,2023,Hyundai,Creta,"['SX', '1.5', 'Petrol']",27000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,15.5 kmpl
1425000.0,1689000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,No,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,No,,No,No,2025,Hyundai,Creta,"['EX', '(O)', 'Petrol', '1.5L', 'CVT', 'Speed', 'Automatic', '(CVT)']",9999.0,1,Automatic,Yes,Individual,Delhi,1497 ,113,
565000.0,1121000.0,CNG,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2017,Hyundai,Creta,"['E', 'Plus', '1.6', 'Petrol']",79000.0,2,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
1125000.0,1959000.0,Diesel,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,1050 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Hyundai,Creta,"['SX', '(O)', '1.5', 'Diesel', '[2020-2022]']",90000.0,1,Manual,Yes,Individual,Delhi,1493 ,113,21 kmpl
1425000.0,1805000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Voice Controlled",Rear,Yes,Yes,Level 2,Yes,3 Years / Unlimited Kms,Not Applicable,,Not Applicable,,,,No,,No,No,2024,Hyundai,Creta,"['SX', 'Tech', 'Petrol', '1.5L', 'Manual']",14000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,19 kmpl
590000.0,1361000.0,Petrol,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2017,Hyundai,Creta,"['SX', 'Plus', '1.6', 'Petrol']",63643.0,2,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
511000.00000000006,1443000.0,Petrol,,BS 4,5 Seats and 2 Rows,400 L,55 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2019,Hyundai,Creta,"['SX', '1.6', 'Petrol']",71876.0,1,Manual,No,Individual,Delhi,1591 ,122,15.29 kmpl
445000.0,1024000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Hyundai,Creta,"['1.6', 'Base', 'Petrol', '[2015-2016]']",85000.0,1,Manual,No,Individual,Delhi,1591 ,122,15.29 kmpl
725000.0,1592000.0,Petrol,,,5 Seats and 2 Rows,400 L,55 litres,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2019,Hyundai,Creta,"['SX', '1.6', 'AT', 'Petrol']",44660.0,1,Automatic,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
825000.0,1614000.0,Petrol,,BS 4,5 Seats and 2 Rows,400 L,55 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2019,Hyundai,Creta,"['SX', '1.6', 'AT', 'Petrol']",30000.0,1,Automatic,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
535000.0,1411000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'SX', 'Plus', 'Petrol', 'Special', 'Edition']",88500.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
1075000.0,1957000.0,Diesel,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,950 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2020,Hyundai,Creta,"['SX', '1.5', 'Diesel', 'Automatic']",65000.0,2,Automatic,Yes,Individual,Delhi,1493 ,113,19 kmpl
1100000.0,1657000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2021,Hyundai,Creta,"['SX', '1.5', 'Petrol', '[2020-2022]']",42000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,17 kmpl
1440000.0,1755999.9999999998,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Voice Controlled, Tilt with Pinch Guard",Rear,Yes,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,,,No,No,2024,Hyundai,Creta,"['SX', 'Petrol', '1.5L', 'Manual']",14000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,14 kmpl
1600000.0,1753000.0,Diesel,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,No,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,No,,Turbocharged,No,2026,Hyundai,Creta,"['EX', '(O)', 'Diesel', '1.5L', 'Turbo', 'Manual']",1200.0,1,Manual,Yes,Individual,Delhi,1493 ,114,
1175000.0,2094000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,Turbocharged (Fixed Geometry),No,2020,Hyundai,Creta,"['SX', '(O)', '1.4', 'Turbo', '7', 'DCT', '[2020-2022]']",47000.0,1,Automatic,Yes,Individual,Delhi,1353 ,138,17 kmpl
640000.0,1121000.0,Petrol,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2017,Hyundai,Creta,"['E', 'Plus', '1.6', 'Petrol']",72000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
1275000.0,2094000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,Turbocharged (Fixed Geometry),No,2021,Hyundai,Creta,"['SX', '(O)', '1.4', 'Turbo', '7', 'DCT', '[2020-2022]']",57000.0,1,Automatic,No,Individual,Delhi,1353 ,138,17 kmpl
835000.0,,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,Yes,No,No,Yes,,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2019,Hyundai,Creta,"['1.6', 'SX', 'Plus', 'AT', 'Petrol']",24000.0,1,Automatic,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
1325000.0,1655999.9999999998,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,Yes,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,,,No,No,2024,Hyundai,Creta,"['S', '(O)', 'Petrol', '1.5L', 'Manual']",13000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,15 kmpl
750000.0,1592000.0,Petrol,,,5 Seats and 2 Rows,400 L,55 litres,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Hyundai,Creta,"['SX', '1.6', 'AT', 'Petrol']",54000.0,1,Automatic,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
599000.0,1059000.0,Petrol,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2018,Hyundai,Creta,"['E', '1.6', 'Petrol']",57000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
926000.0,1657000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2021,Hyundai,Creta,"['SX', '1.5', 'Petrol', '[2020-2022]']",71587.0,1,Manual,Yes,Not Available,Delhi,1497 ,113,17 kmpl
625000.0,1284000.0,Petrol,,BS 4,5 Seats and 2 Rows,400 L,55 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2019,Hyundai,Creta,"['EX', '1.6', 'Petrol']",82000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
905000.0,1425000.0,Diesel,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2023,Hyundai,Creta,"['E', '1.5', 'Diesel']",86700.0,1,Manual,Yes,Individual,Delhi,1493 ,113,19.5 kmpl
1325000.0,1826000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,Yes,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,,,No,No,2024,Hyundai,Creta,"['S', '(O)', 'Petrol', '1.5L', 'CVT', 'Speed', 'Automatic', '(CVT)']",45000.0,2,Automatic,Yes,Individual,Delhi,1497 ,113,17 kmpl
1085000.0,1698999.9999999998,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2022,Hyundai,Creta,"['SX', '1.5', 'Petrol']",60698.0,1,Manual,Yes,Not Available,Delhi,1497 ,113,17 kmpl
1135000.0,1277000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,No,,No,No,2025,Hyundai,Creta,"['E', 'Petrol', '1.5L', 'Manual']",15000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,16.6 kmpl
1425000.0,1892000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,No,No,2023,Hyundai,Creta,"['SX', '1.5', 'Petrol', 'CVT']",47000.0,1,Automatic,No,Individual,Delhi,1497 ,113,
1475000.0,1689000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,No,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,No,,No,No,2025,Hyundai,Creta,"['EX', '(O)', 'Petrol', '1.5L', 'CVT', 'Speed', 'Automatic', '(CVT)']",14000.0,1,Automatic,Yes,Individual,Delhi,1497 ,113,
825000.0,1205000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2021,Hyundai,Creta,"['E', '1.5', 'Petrol', '[2020-2022]']",49000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,17 kmpl
649000.0,1404000.0,Diesel,,,5 Seats and 2 Rows,400 L,55 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Hyundai,Creta,"['S', '1.4', 'CRDi']",78000.0,1,Manual,Yes,Individual,Delhi,1396 ,89,21.38 kmpl
1090000.0,1698999.9999999998,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2022,Hyundai,Creta,"['SX', '1.5', 'Petrol']",18000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,17 kmpl
1265000.0,1970000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2022,Hyundai,Creta,"['SX', '(O)', '1.5', 'Petrol', 'CVT', '[2020-2022]']",36000.0,1,Automatic,Yes,Individual,Delhi,1497 ,113,17 kmpl
1590000.0,1753000.0,Diesel,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,No,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,No,,Turbocharged,No,2026,Hyundai,Creta,"['EX', '(O)', 'Diesel', '1.5L', 'Turbo', 'Manual']",1200.0,1,Manual,Yes,Individual,Delhi,1493 ,114,
750000.0,1361000.0,Petrol,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Hyundai,Creta,"['SX', 'Plus', '1.6', 'Petrol']",67856.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
650000.0,1411000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'SX', 'Plus', 'Petrol', 'Special', 'Edition']",68000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
650000.0,1180000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'S', 'Petrol']",71000.0,1,Manual,No,Individual,Delhi,1591 ,122,15.29 kmpl
905000.0,1425000.0,Diesel,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2023,Hyundai,Creta,"['E', '1.5', 'Diesel']",85000.0,1,Manual,Yes,Individual,Delhi,1493 ,113,19.5 kmpl
485000.0,1381000.0,Diesel,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Hyundai,Creta,"['S', 'Plus', '1.4', 'CRDI']",60000.0,1,Manual,Yes,Individual,Delhi,1396 ,89,21.38 kmpl
1850000.0,2057000.0,Diesel,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Electric, Tilt with Pinch Guard",Rear,Yes,Yes,No,No,3 Years / Unlimited Kms (Extendable up to 7 Years),Not Applicable,,Not Applicable,,,,,,Turbocharged,No,2025,Hyundai,Creta,"['S', '(O)', 'Diesel', '1.5L', 'Turbo', 'Automatic', '(TC)']",12000.0,1,Automatic,Yes,Individual,Delhi,1493 ,114,17 kmpl
585000.0,1361000.0,Petrol,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2017,Hyundai,Creta,"['SX', 'Plus', '1.6', 'Petrol']",62434.0,2,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
1020000.0,1447000.0,Diesel,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,Yes,,No,Not Applicable,Not Applicable,1050 km,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2021,Hyundai,Creta,"['EX', '1.5', 'Diesel', '[2020-2022]']",39100.0,1,Manual,Yes,Individual,Delhi,1493 ,113,21 kmpl
525000.0,,Petrol,,,5 Seats and 2 Rows,400 L,60 litres,2 Airbags,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['SX', 'Plus', '1.6', 'Petrol']",69000.0,2,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
999000.0,1657000.0,Petrol,,BS 6,5 Seats and 2 Rows,433 L,50 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,850 km,Not Applicable,,,,,,No,No,2020,Hyundai,Creta,"['SX', '1.5', 'Petrol', '[2020-2022]']",60000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,17 kmpl
560000.0,1368000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'SX', 'Plus', 'Petrol']",82000.0,2,Manual,No,Individual,Delhi,1591 ,122,15.29 kmpl
894999.9999999999,1425000.0,Diesel,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,Turbocharged (Variable Geometry),No,2023,Hyundai,Creta,"['E', '1.5', 'Diesel']",91100.0,1,Manual,Yes,Individual,Delhi,1493 ,113,19.5 kmpl
475000.0,1180000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'S', 'Petrol']",67000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
449000.0,1180000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'S', 'Petrol']",48867.0,1,Manual,No,Individual,Delhi,1591 ,122,15.29 kmpl
699000.0,1605999.9999999998,Petrol,,,5 Seats and 2 Rows,400 L,55 litres,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Remote,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Hyundai,Creta,"['SX', '1.6', '(O)', 'Petrol']",81000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
495000.0,1117000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'E', 'Plus', 'Petrol']",98000.0,2,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
650000.0,1284000.0,Petrol,,BS 4,5 Seats and 2 Rows,400 L,55 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2019,Hyundai,Creta,"['EX', '1.6', 'Petrol']",80000.0,1,Manual,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
575000.0,1484000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,Yes,No,No,Yes,,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2016,Hyundai,Creta,"['1.6', 'SX', 'Plus', 'AT', 'Petrol']",81589.0,1,Automatic,Yes,Individual,Delhi,1591 ,122,15.29 kmpl
1151000.0,1623000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,No,No,2024,Hyundai,Creta,"['S', 'Plus', '1.5', 'Petrol', 'Knight']",50963.0,1,Manual,Yes,Individual,Delhi,1497 ,113,
610000.0,1484000.0,Petrol,,,5 Seats and 2 Rows,,60 litres,,Yes,No,Yes,Yes,Yes,No,No,Yes,,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2017,Hyundai,Creta,"['1.6', 'SX', 'Plus', 'AT', 'Petrol']",55000.0,1,Automatic,No,Individual,Delhi,1591 ,122,15.29 kmpl
1265000.0,1964000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,433 L,50 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Panoramic Sunroof, Voice Controlled",Front & Rear,Yes,Yes,Level 2,Yes,3 Years / Unlimited Kms,Not Applicable,,Not Applicable,,,,No,,No,No,2025,Hyundai,Creta,"['SX', '(O)', 'Petrol', '1.5L', 'Manual']",5000.0,1,Manual,Yes,Individual,Delhi,1497 ,113,
735000.0,1592000.0,Petrol,,,5 Seats and 2 Rows,400 L,55 litres,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Hyundai,Creta,"['SX', '1.6', 'AT', 'Petrol']",61000.0,2,Automatic,No,Individual,Delhi,1591 ,122,15.29 kmpl
