Price,new_car_price,overview_Fuel type,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage
389000.0,791000.0,Petrol,,BS 4,5 Seats and 2 Rows,175 L,35 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2017,Honda,Brio,"['VX', 'AT']",77602.0,2,Automatic,No,Individual,Chennai,1198 ,87,16.5 kmpl
200000.0,,Petrol,,,5 Seats and 2 Rows,,35 litres,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,2012,Honda,Brio,"['V', 'MT']",70000.0,2,Manual,No,Individual,Chennai,1198 ,87,
375000.0,611000.0,Petrol,,,5 Seats and 2 Rows,175 L,35 litres,,No,No,No,No,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,Brio,"['S', 'MT']",58000.0,1,Manual,Yes,Individual,Chennai,1198 ,87,19.4 kmpl
339000.0,,Petrol,,,5 Seats and 2 Rows,,35 litres,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,2013,Honda,Brio,"['S', 'MT']",87000.0,1,Manual,Yes,Individual,Chennai,1198 ,87,
385000.0,614000.0,Petrol,,BS 4,5 Seats and 2 Rows,175 L,35 litres,"2 Airbags (Driver, Front Passenger)",No,No,No,No,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,Brio,"['S', 'MT']",46757.0,1,Manual,Yes,Individual,Chennai,1198 ,87,18.5 kmpl
300000.0,,Petrol,,,5 Seats and 2 Rows,,35 litres,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,2012,Honda,Brio,"['S', 'MT']",65000.0,2,Manual,No,Not Available,Chennai,1198 ,87,
295000.0,,Petrol,,,5 Seats and 2 Rows,,35 litres,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,2013,Honda,Brio,"['S', 'MT']",80316.0,2,Manual,No,Individual,Chennai,1198 ,87,
275000.0,689000.0,Petrol,,,5 Seats and 2 Rows,175 L,35 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2013,Honda,Brio,"['VX', 'MT']",160000.0,2,Manual,No,Not Available,Chennai,1198 ,87,19.4 kmpl
885000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",29000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
349000.0,689000.0,Petrol,,,5 Seats and 2 Rows,175 L,35 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,Brio,"['VX', 'MT']",75831.0,1,Manual,No,Individual,Chennai,1198 ,87,19.4 kmpl
304000.0,689000.0,Petrol,,,5 Seats and 2 Rows,175 L,35 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2014,Honda,Brio,"['VX', 'MT']",59917.0,2,Manual,Yes,Individual,Chennai,1198 ,87,19.4 kmpl
285000.0,592000.0,Petrol,,,5 Seats and 2 Rows,,35 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,Not Applicable,,,,,,,,,,2012,Honda,Brio,['S(O)MT'],95000.0,1,Manual,Yes,Individual,Chennai,1198 ,87,18.9 kmpl
809000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['V', 'Petrol']",113807.0,1,Manual,No,Individual,Chennai,1497 ,118,17.4 kmpl
890000.0,,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",29000.0,,Manual,No,Not Available,Chennai,1497 ,118,17.4 kmpl
255000.0,942000.0,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2010,Honda,City,"['1.5', 'S', 'MT']",110000.0,3,Manual,Yes,Individual,Chennai,1497 ,118,11.6 kmpl
825000.0,1440000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['V', 'CVT', 'Petrol', '[2017-2019]']",75000.0,1,Automatic,Yes,Individual,Chennai,1497 ,117,18 kmpl
1100000.0,1426000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,712 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",49000.0,1,Manual,No,Not Available,Chennai,1498 ,119,17.8 kmpl
940000.0,1598000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,712 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['VX', 'Petrol']",53321.0,1,Manual,Yes,Not Available,Chennai,1498 ,119,17.8 kmpl
350000.0,1014000.0,Petrol,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2011,Honda,City,"['1.5', 'S', 'MT']",110000.0,3,Manual,Yes,Individual,Chennai,1497 ,116,16.8 kmpl
350000.0,1038000.0,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2009,Honda,City,"['1.5', 'S', 'AT']",120000.0,3,Automatic,No,Individual,Chennai,1497 ,118,10.6 kmpl
685000.0,1199000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['SV', 'Petrol', '[2017-2019]']",20000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.4 kmpl
512000.0,1471000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,"['VX', 'CVT']",99554.0,2,Automatic,No,Individual,Chennai,1497 ,117,18 kmpl
745000.0,1199000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['SV', 'Petrol', '[2017-2019]']",58000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.4 kmpl
725000.0,1340000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['VX'],60000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.8 kmpl
590000.0,,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['SV'],12000.0,,Manual,No,Not Available,Chennai,1497 ,117,17.8 kmpl
610000.0,1255000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2017,Honda,City,"['V', 'Petrol', '[2017-2019]']",54000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.4 kmpl
878999.9999999999,,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2021,Honda,City,"['ZX', 'Petrol', '[2019-2020]']",64373.0,2,Manual,No,Individual,Chennai,1497 ,118,17.4 kmpl
725000.0,1255000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2019,Honda,City,"['V', 'Petrol', '[2017-2019]']",77000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.4 kmpl
650000.0,1471000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,City,"['VX', 'CVT']",72000.0,1,Automatic,No,Individual,Chennai,1497 ,117,18 kmpl
210000.0,942000.0,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2010,Honda,City,"['1.5', 'S', 'MT']",144000.0,4,Manual,Yes,Individual,Chennai,1497 ,118,11.6 kmpl
995000.0,,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2021,Honda,City,"['VX', 'CVT', 'Petrol']",75000.0,1,Automatic,Yes,Individual,Chennai,1497 ,118,18 kmpl
495000.0,1097000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,City,['SV'],110000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.8 kmpl
599000.0,1362000.0,Diesel,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2015,Honda,City,"['V', 'Diesel']",91636.0,1,Manual,Yes,Individual,Chennai,1498 ,99,26 kmpl
410000.0,1199000.0,Petrol,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2012,Honda,City,"['1.5', 'V', 'AT']",80000.0,1,Automatic,Yes,Individual,Chennai,1497 ,116,15.6 kmpl
962000.0,1598000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,712 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['VX', 'Petrol']",43468.0,1,Manual,Yes,Not Available,Chennai,1498 ,119,17.8 kmpl
525000.0,1097000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,City,['SV'],58000.0,1,Manual,Yes,Individual,Chennai,1497 ,117,17.8 kmpl
1465000.0,1840000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,Yes,Not Applicable,Not Applicable,736 km,Not Applicable,,,,No,,No,No,2025,Honda,City,"['VX', 'Petrol', 'CVT', '[2023-2025]']",18000.0,1,Automatic,Yes,Individual,Chennai,1498 ,119,18.4 kmpl
800000.0,1440000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['V', 'CVT', 'Petrol', '[2017-2019]']",56000.0,1,Automatic,No,Not Available,Chennai,1497 ,117,18 kmpl
450000.0,1130000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2014,Honda,City,['V'],94307.0,2,Manual,No,Individual,Chennai,1497 ,117,17.8 kmpl
890000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",29000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
775000.0,1484000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2020,Honda,City,"['V', 'CVT', 'Petrol']",65000.0,1,Automatic,Yes,Individual,Chennai,1497 ,118,18 kmpl
1150000.0,1598000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,712 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['VX', 'Petrol']",27000.0,1,Manual,Yes,Individual,Chennai,1498 ,119,17.8 kmpl
200000.0,1075000.0,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2009,Honda,City,"['1.5', 'V', 'AT']",60000.0,2,Automatic,Yes,Individual,Chennai,1497 ,118,10.4 kmpl
825000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",58000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
275000.0,942000.0,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2009,Honda,City,"['1.5', 'S', 'MT']",70989.0,1,Manual,No,Individual,Chennai,1497 ,118,11.6 kmpl
670000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",99966.0,1,Manual,No,Individual,Chennai,1497 ,118,17.4 kmpl
1650000.0,1972000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,"Electrically Adjustable Sunroof, Electric",Rear,Yes,Yes,,Yes,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2024,Honda,City,"['ZX', 'Petrol', 'Automatic']",11200.0,1,Automatic,Yes,Individual,Chennai,1498 ,119,18.4 kmpl
890000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",29000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
925000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",30000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
560000.0,1279000.0,Diesel,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2015,Honda,City,"['SV', 'Diesel']",90500.0,1,Manual,Yes,Individual,Chennai,1498 ,99,26 kmpl
890000.0,1144000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['V', 'Petrol']",29000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
827000.0,1607999.9999999998,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2019,Honda,City,"['ZX', 'Petrol', '[2019-2020]']",50718.0,1,Manual,No,Individual,Chennai,1497 ,118,17.4 kmpl
499000.0,1423000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2017,Honda,City,"['VX', 'Petrol', '[2017-2019]']",60000.0,2,Manual,No,Individual,Chennai,1497 ,117,17.4 kmpl
1285000.0,1869000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['ZX', 'CVT', 'Petrol']",34500.0,1,Automatic,Yes,Individual,Chennai,1498 ,119,18.4 kmpl
625000.0,1199000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['SV', 'Petrol', '[2017-2019]']",60000.0,2,Manual,Yes,Individual,Chennai,1497 ,117,17.4 kmpl
390000.0,1038000.0,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2011,Honda,City,"['1.5', 'S', 'AT']",89000.0,2,Automatic,No,Not Available,Chennai,1497 ,118,10.6 kmpl
950000.0,,Petrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,Honda,City,"['1.5', 'EXi', 'New']",14467.0,1,Manual,No,Individual,Chennai,,nan,
1190000.0,1479000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,712 km,Not Applicable,,,,,,No,No,2025,Honda,City,"['SV', 'Petrol', 'Manual']",19000.0,1,Manual,Yes,Individual,Chennai,1498 ,119,17.8 kmpl
1385000.0,1869000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2023,Honda,City,"['ZX', 'CVT', 'Petrol']",25000.0,1,Automatic,Yes,Individual,Chennai,1498 ,119,18.4 kmpl
750000.0,,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2018,Honda,City,"['VX', 'CVT', 'Petrol']",62713.0,1,Automatic,Yes,Individual,Chennai,1497 ,118,18 kmpl
750000.0,1466000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2020,Honda,City,"['VX', 'Petrol']",62000.0,1,Manual,No,Individual,Chennai,1497 ,118,17.4 kmpl
890000.0,1466000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2019,Honda,City,"['VX', 'Petrol']",53000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
280000.0,,Petrol,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,No,Yes,No,,,,,,,,,,,,,,,,,2007,Honda,City,['VTEC'],170000.0,3,Manual,No,Not Available,Chennai,1497 ,100,12.1 kmpl
330000.0,1014000.0,Petrol,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2013,Honda,City,"['1.5', 'S', 'MT']",112000.0,2,Manual,No,Not Available,Chennai,1497 ,116,16.8 kmpl
1200000.0,1869000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2021,Honda,City,"['ZX', 'CVT', 'Petrol']",43000.0,1,Automatic,No,Not Available,Chennai,1498 ,119,18.4 kmpl
200000.0,922000.0,Petrol,,,5 Seats,,42 litres,,No,,,,,,,Yes,,No,Yes,No,,,,,,,,,,,,,,,,,2007,Honda,City,['CVT'],101000.0,1,Automatic,No,Not Available,Chennai,1497 ,78,10.4 kmpl
560000.0,1257000.0,Petrol,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,"['SV', 'CVT']",71628.0,1,Automatic,No,Individual,Chennai,1497 ,117,18 kmpl
1100000.0,1869000.0,Petrol,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['ZX', 'CVT', 'Petrol']",52000.0,1,Automatic,Yes,Commercial,Chennai,1498 ,119,18.4 kmpl
1025000.0,,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2022,Honda,City,"['VX', 'Petrol']",67000.0,1,Manual,Yes,Individual,Chennai,1497 ,118,17.4 kmpl
1150000.0,1763000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2020,Honda,City,"['ZX', 'CVT', 'Petrol', '[2019-2020]']",37100.0,1,Automatic,No,Individual,Chennai,1497 ,118,18 kmpl
