Price,new_car_price,overview_Fuel type,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage,Emission_Standard,Seating_Capacity,Fuel_Tank_Capcity,Safety_Score,Sunroof,Praking_Sensors,Keyless_Start,GPS_Navigation,ADAS,Automatic_Emergency_Braking,Driving_Range
850000.0,1306000.0,Diesel,,,Turbocharged,No,2022,Kia,Sonet,"['HTX', '1.5']",65000.0,1,Manual,Yes,Individual,Ahmedabad,1493 ,99.0,24.1 kmpl,BS 6,5,45,3.110058139289066,Yes,Yes,Yes,No,No,No,1084.5 km
590000.0,1008000.0,Petrol,,,No,No,2021,Kia,Sonet,"['HTK', 'Plus', '1.2']",107211.0,1,Manual,No,Individual,Ahmedabad,1197 ,82.0,18.4 kmpl,BS 6,5,45,1.1861850568025385,No,Yes,No,No,No,No,828
750000.0,952000.0,Petrol,,,No,No,2020,Kia,Sonet,"['HTK', 'Plus', '1.2', '[2020-2021]']",45000.0,1,Manual,No,Not Available,Ahmedabad,1197 ,82.0,18.4 kmpl,BS 6,5,45,1.1861850568025385,No,Yes,No,No,No,No,828
750000.0,1344000.0,Petrol,,,Turbocharged,No,2021,Kia,Sonet,"['HTX', 'Plus', '1.0', 'iMT']",45900.0,1,Automatic,No,Not Available,Ahmedabad,998 ,118.0,18.2 kmpl,BS 6,5,45,1.336494622965222,Yes,Yes,Yes,Yes,No,No,819
925000.0,,Petrol,,,Turbocharged,No,2025,Kia,Sonet,"['HTK', 'Plus', '1.0', 'Turbo', 'Petrol', 'iMT']",15000.0,1,Automatic,Yes,Individual,Ahmedabad,998 ,118.0,,BS 6,5,45,5.203121508249761,Yes,Yes,Yes,No,No,No,0
699000.0,1253000.0,Diesel,,,Turbocharged,No,2021,Kia,Sonet,"['HTX', '1.5']",82848.0,1,Manual,No,Individual,Ahmedabad,1493 ,99.0,24.1 kmpl,BS 6,5,45,1.336494622965222,Yes,Yes,Yes,No,No,No,1084.5 km
1100000.0,1212000.0,Diesel,,,Turbocharged,No,2022,Kia,Sonet,"['HTK', 'Plus', '1.5']",49000.0,1,Manual,No,Individual,Ahmedabad,1493 ,99.0,24.1 kmpl,BS 6,5,45,2.959748573126383,No,Yes,Yes,No,No,No,1084.5 km
1000000.0,1202000.0,Petrol,,,Turbocharged,No,2021,Kia,Sonet,"['HTX', '1.0', 'iMT']",60000.0,1,Automatic,No,Not Available,Ahmedabad,998 ,118.0,18.2 kmpl,BS 6,5,45,1.336494622965222,Yes,Yes,Yes,No,No,No,819
1250000.0,1490000.0,Petrol,,,Turbocharged,No,2025,Kia,Syros,"['HTX', 'Petrol', '1.0L', 'Turbo', 'Automatic', '(DCT)']",2980.0,1,Automatic,Yes,Individual,Ahmedabad,998 ,118.0,17.68 kmpl,BS 6,5,45,5.250557509442676,Yes,Yes,Yes,Yes,No,No,0
1150000.0,1339000.0,Petrol,,,Turbocharged,No,2025,Kia,Syros,"['HTK', 'Plus', 'Petrol', '1.0L', 'Turbo', 'Automatic', '(DCT)']",14800.0,1,Automatic,No,Individual,Ahmedabad,998 ,118.0,17.68 kmpl,BS 6,5,45,5.250557509442676,Yes,Yes,Yes,Yes,No,No,0
1660000.0000000002,1632000.0,Petrol,,,Turbocharged,No,2025,Kia,Syros,"['HTX', 'Plus', 'Petrol', '1.0L', 'Turbo', 'Automatic', '(DCT)']",6800.0,1,Automatic,No,Not Available,Ahmedabad,998 ,118.0,17.68 kmpl,BS 6,5,45,5.250557509442676,Yes,Yes,Yes,Yes,No,No,0
10800000.0,11100000.000000002,Petrol,No,,Turbocharged,Full-time,2024,Land,Rover,"['Defender', '110', 'HSE', '2.0', 'Petrol']",21947.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,296.0,9.2 kmpl,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,828
9500000.0,11100000.000000002,Petrol,No,,Turbocharged,Full-time,2023,Land,Rover,"['Defender', '110', 'HSE', '2.0', 'Petrol']",45000.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,296.0,9.2 kmpl,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,828
2275000.0,6675000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Land,Rover,"['Discovery', 'Sport', 'SE', '7-Seater']",97500.0,1,Automatic,Yes,Individual,Ahmedabad,2179 ,148.0,,Not Applicable,7,65,2.0189641765427018,Yes,Yes,Yes,No,No,No,0
10700000.0,11100000.000000002,Petrol,No,,Turbocharged,Full-time,2024,Land,Rover,"['Defender', '110', 'HSE', '2.0', 'Petrol']",48800.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,296.0,9.2 kmpl,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,828
9800000.0,11100000.000000002,Petrol,No,,Turbocharged,Full-time,2023,Land,Rover,"['Defender', '110', 'HSE', '2.0', 'Petrol']",46916.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,296.0,9.2 kmpl,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,828
11000000.0,11100000.000000002,Petrol,No,,Turbocharged,Full-time,2023,Land,Rover,"['Defender', '110', 'HSE', '2.0', 'Petrol']",43000.0,1,Automatic,No,Not Available,Ahmedabad,1997 ,296.0,9.2 kmpl,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,828
1975000.0,7120000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2015,Land,Rover,"['Discovery', 'Sport', 'HSE', '7-Seater']",38000.0,1,Automatic,Yes,Individual,Ahmedabad,2179 ,148.0,,Not Applicable,7,65,2.0189641765427018,Yes,Yes,Yes,Yes,No,No,0
2900000.0,6268000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2018,Land,Rover,"['Discovery', 'Sport', 'HSE']",77365.0,1,Automatic,Yes,Individual,Ahmedabad,1999 ,177.0,,BS 4,7,65,6.452872967352312,Yes,Yes,Yes,Yes,No,No,0
1951000.0,7120000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Land,Rover,"['Discovery', 'Sport', 'HSE', '7-Seater']",82000.0,1,Automatic,No,Individual,Ahmedabad,2179 ,148.0,,Not Applicable,7,65,2.0189641765427018,Yes,Yes,Yes,Yes,No,No,0
3975000.0,8292000.0,Electric,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2022,Land,Rover,"['Discovery', 'Sport', 'SE', 'R-Dynamic', '[2022-2023]']",26700.0,2,Automatic,Yes,Individual,Ahmedabad,1997 ,201.0,13.1 kmpl,BS 6,7,70,6.452872967352312,Yes,Yes,Yes,Yes,No,No,921
2350000.0,6194000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Land,Rover,"['Discovery', 'Sport', 'HSE']",70000.0,1,Automatic,Yes,Individual,Ahmedabad,1999 ,148.0,,Not Applicable,7,65,2.0189641765427018,Yes,Yes,Yes,Yes,No,No,0
625000.0,6042000.0,Diesel,,,,,2014,Land,Rover,"['Freelander', 'HSE']",126000.0,2,Automatic,No,Individual,Ahmedabad,2179 ,188.0,12.39 kmpl,Not Applicable,5,,1.971528175349786,Yes,No,No,Yes,No,No,0
2390000.0,6675000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Land,Rover,"['Discovery', 'Sport', 'SE', '7-Seater']",60000.0,1,Automatic,No,Individual,Ahmedabad,2179 ,148.0,,Not Applicable,7,65,2.0189641765427018,Yes,Yes,Yes,No,No,No,0
3700000.0,5818000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2019,Land,Rover,"['Discovery', 'Sport', 'SE']",38615.0,1,Automatic,Yes,Individual,Ahmedabad,1999 ,177.0,,BS 4,7,65,6.452872967352312,Yes,Yes,Yes,No,No,No,0
2349000.0,,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Land,Rover,"['Discovery', 'HSE']",70000.0,1,Automatic,Yes,Individual,Ahmedabad,2993 ,245.0,,Not Applicable,7,82,2.0189641765427018,Yes,Yes,Yes,No,No,No,0
2550000.0,9193000.0,Diesel,,,Turbocharged (Variable Geometry),Full-time,2019,Land,Rover,"['Discovery', '2.0', 'HSE', '4WD', 'Diesel']",65000.0,1,Automatic,Yes,Individual,Ahmedabad,1999 ,237.0,13.2 kmpl,BS 4,5,,5.5660912091903905,No,Yes,Yes,Yes,No,No,0
4200000.0,6965000.000000001,Diesel,Yes,,Turbocharged (Variable Geometry),Torque-On-Demand,2021,Land,Rover,"['Range', 'Rover', 'Evoque', 'SE', 'R-Dynamic']",40094.0,1,Automatic,No,Individual,Ahmedabad,1999 ,177.0,14.71 kmpl,BS 6,5,66.5,6.452872967352312,Yes,Yes,Yes,Yes,No,No,978.22 km
2190000.0,7333000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2016,Land,Rover,"['Range', 'Rover', 'Evoque', 'HSE']",94000.0,2,Automatic,Yes,Individual,Ahmedabad,2179 ,188.0,,Not Applicable,5,57,2.0189641765427018,Yes,Yes,Yes,Yes,No,No,0
1049000.0,,Diesel,,,,,2013,Land,Rover,"['Range', 'Rover', 'Evoque', 'Dynamic', 'SD4']",103000.0,2,Automatic,No,Individual,Ahmedabad,2179 ,190.0,13.32 kmpl,Not Applicable,5,57,1.971528175349786,Yes,No,Yes,No,No,No,0
3500000.0,6490000.000000001,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2019,Land,Rover,"['Range', 'Rover', 'Evoque', 'HSE']",69861.0,1,Automatic,Yes,Individual,Ahmedabad,1999 ,177.0,15.6 kmpl,BS 4,-,57,2.0189641765427018,Yes,Yes,Yes,Yes,No,No,0
14700000.0,15300000.0,Diesel,No,,Turbocharged,Manual Shift - Electronic,2024,Land,Rover,"['Range', 'Rover', 'Sport', 'SE', 'Dynamic', '3.0', 'Diesel']",22000.0,1,Automatic,No,Individual,Ahmedabad,2998 ,346.0,10 kmpl,BS 6,5,,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
14800000.0,15600000.0,Electric,,,Turbocharged,Manual Shift - Electronic,2025,Land,Rover,"['Range', 'Rover', 'Sport', 'HSE', 'Mild', 'Hybrid', '(Electric', '+', 'Diesel)', '3.0L', 'Turbo', 'Automatic']",24558.0,1,Automatic,Yes,Individual,Ahmedabad,2997 ,346.0,,BS 6,5,,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
5700000.0,10100000.0,Petrol,,,Turbocharged,Full-time,2020,Land,Rover,"['Range', 'Rover', 'Sport', 'S', '2.0', 'Petrol']",65000.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,296.0,9.26 kmpl,BS 6,5,104,5.5660912091903905,No,Yes,Yes,Yes,No,No,963.04 km
14500000.0,15300000.0,Diesel,No,,Turbocharged,Manual Shift - Electronic,2024,Land,Rover,"['Range', 'Rover', 'Sport', 'SE', 'Dynamic', '3.0', 'Diesel']",22500.0,1,Automatic,No,Not Available,Ahmedabad,2998 ,346.0,10 kmpl,BS 6,5,,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
14000000.0,,Electric,,,Turbocharged,Manual Shift - Electronic,2026,Land,Rover,"['Range', 'Rover', 'Sport', 'HSE', 'Mild', 'Hybrid', '(Electric', '+', 'Diesel)', '3.0L', 'Turbo', 'Automatic']",1.0,,Automatic,No,Not Available,Ahmedabad,2997 ,346.0,,BS 6,5,,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
7800000.0,9650000.0,Diesel,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2024,Land,Rover,"['Range', 'Rover', 'Velar', 'HSE', 'Dynamic', '2.0', 'Diesel']",30000.0,1,Automatic,Yes,Individual,Ahmedabad,1998 ,201.0,13.6 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
7150000.0,10300000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2023,Land,Rover,"['Range', 'Rover', 'Velar', 'S', 'R-Dynamic', '2.0', 'Diesel']",25104.0,1,Automatic,No,Not Available,Ahmedabad,1997 ,201.0,15.2 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,1246
4000000.0,15200000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2018,Land,Rover,"['Range', 'Rover', 'Velar', '3.0', 'R-Dynamic', 'HSE', 'Diesel', '300']",112000.0,2,Automatic,Yes,Individual,Ahmedabad,2993 ,296.0,,Not Applicable,5,,2.0189641765427018,Yes,Yes,Yes,Yes,No,No,0
7800000.0,9650000.0,Diesel,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2025,Land,Rover,"['Range', 'Rover', 'Velar', 'HSE', 'Dynamic', '2.0', 'Diesel']",18933.0,1,Automatic,No,Individual,Ahmedabad,1998 ,201.0,13.6 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
6900000.0,10300000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2023,Land,Rover,"['Range', 'Rover', 'Velar', 'S', 'R-Dynamic', '2.0', 'Diesel']",24500.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,201.0,15.2 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,1246
6300000.0,10300000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2022,Land,Rover,"['Range', 'Rover', 'Velar', 'S', 'R-Dynamic', '2.0', 'Diesel']",57600.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,201.0,15.2 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,1246
7800000.0,9650000.0,Diesel,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2024,Land,Rover,"['Range', 'Rover', 'Velar', 'HSE', 'Dynamic', '2.0', 'Diesel']",31000.0,1,Automatic,Yes,Individual,Ahmedabad,1998 ,201.0,13.6 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
7100000.0,9650000.0,Petrol,No,,Turbocharged,Full-time,2024,Land,Rover,"['Range', 'Rover', 'Velar', 'HSE', 'Dynamic', '2.0', 'Petrol']",33000.0,1,Automatic,No,Individual,Ahmedabad,1998 ,247.0,14 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
8275000.0,9650000.0,Diesel,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2024,Land,Rover,"['Range', 'Rover', 'Velar', 'HSE', 'Dynamic', '2.0', 'Diesel']",15000.0,1,Automatic,Yes,Individual,Ahmedabad,1998 ,201.0,13.6 kmpl,BS 6,5,82,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
6500000.0,,Diesel,,,,,2022,Land,Rover,"['Range', 'Rover', 'Velar', '2.0', 'R-Dynamic', 'HSE', 'Diesel', '180', '[2017-2021]']",55000.0,1,Automatic,Yes,Individual,Ahmedabad,1999 ,,,Not Applicable,,,0.7359904639672388,No,No,No,No,No,No,0
11500000.0,21500000.0,Diesel,,,Turbocharged (Variable Geometry),Full-time,2019,Land,Rover,"['Range', 'Rover', '3.0', 'Vogue', 'Diesel', 'LWB', '[2018-2020]']",46000.0,1,Automatic,No,Individual,Ahmedabad,2993 ,255.0,,Not Applicable,5,86,5.5660912091903905,Yes,Yes,Yes,No,No,No,0
24700000.000000004,,Electric,No,,Twin Turbo,Full-time,2024,Land,Rover,"['Range', 'Rover', 'Autobiography', 'LWB', '3.0', 'Petrol']",165.0,,Automatic,No,Not Available,Ahmedabad,2996 ,394.0,,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,Yes,0
9900000.0,20600000.0,Diesel,,,Turbocharged (Variable Geometry),Full-time,2018,Land,Rover,"['Range', 'Rover', '3.0', 'V6', 'Diesel', 'Vogue', 'LWB']",61258.0,1,Automatic,Yes,Individual,Ahmedabad,2993 ,244.0,,Not Applicable,4,105,2.0189641765427018,Yes,Yes,Yes,No,No,No,0
14800000.0,26200000.0,Diesel,No,,Turbocharger,Full-time,2025,Land,Rover,"['Range', 'Rover', 'HSE', '3.0', 'Diesel']",24558.0,1,Automatic,Yes,Individual,Ahmedabad,2997 ,346.0,,BS 6,5,90,5.5660912091903905,Yes,Yes,Yes,Yes,No,Yes,0
1789999.9999999998,3590999.9999999995,Diesel,,,Turbocharged (Variable Geometry),Manual Shift - Electronic,2022,Mahindra,Alturas,"['G4', '4WD', 'AT']",69000.0,2,Automatic,Yes,Individual,Ahmedabad,2157 ,178.0,12 kmpl,BS 6,7,70,8.226436483676157,Yes,Yes,Yes,Yes,No,No,842
650000.0,1076000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2023,Mahindra,Bolero,"['B4', '[2022-2023]']",139172.0,1,Manual,No,Commercial,Ahmedabad,1493 ,75.0,16.7 kmpl,BS 6,7,60,1.1624786293481666,No,Yes,No,No,No,No,1002
500000.0,881000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2014,Mahindra,Bolero,"['ZLX', 'BS', 'III']",130000.0,2,Manual,No,Not Available,Ahmedabad,2523 ,63.0,15.96 kmpl,Not Applicable,7,,0.8867817581619221,No,No,No,No,No,No,0
685000.0,974000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2023,Mahindra,Bolero,"['B4', '[2023-2025]']",112250.0,1,Manual,No,Commercial,Ahmedabad,1493 ,75.0,16 kmpl,BS 6,7,60,1.1624786293481666,No,Yes,No,No,No,No,0
700000.0,1082000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2023,Mahindra,Bolero,"['B6', '(O)', '[2023-2025]']",78559.0,1,Manual,No,Commercial,Ahmedabad,1493 ,75.0,16 kmpl,BS 6,7,60,1.1757851448580747,No,Yes,No,No,No,No,0
650000.0,956000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2019,Mahindra,Bolero,"['Power', 'Plus', 'SLX']",150000.0,1,Manual,No,Not Available,Ahmedabad,1493 ,70.0,16.5 kmpl,BS 4,7,,0.28900338669615266,No,Yes,No,No,No,No,0
650000.0,1055000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2022,Mahindra,Bolero,['B4'],99500.0,1,Manual,No,Not Available,Ahmedabad,1493 ,75.0,16.7 kmpl,BS 6,7,60,1.1624786293481666,No,Yes,No,No,No,No,1002
300000.0,1050000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2013,Mahindra,Bolero,"['ZLX', 'BS', 'IV']",129000.0,3,Manual,No,Commercial,Ahmedabad,2523 ,63.0,15.96 kmpl,BS 4,7,60,0.8867817581619221,No,No,No,No,No,No,0
275000.0,745000.0,CNG,,,No,No,2017,Mahindra,KUV100,"['K6', 'Plus', '6', 'STR', '[2017-2020]']",73821.0,1,Manual,Yes,Individual,Ahmedabad,1198 ,82.0,18.15 kmpl,BS 4,6,35,1.1861850568025385,No,No,No,No,No,No,0
600000.0,1055000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2020,Mahindra,Bolero,['B4'],175000.0,2,Manual,No,Not Available,Ahmedabad,1493 ,75.0,16.7 kmpl,BS 6,7,60,1.1624786293481666,No,Yes,No,No,No,No,1002
335000.0,604000.0,Petrol,,,No,No,2020,Mahindra,KUV100,"['K2', 'Plus', '6', 'STR', '[2017-2020]']",43590.0,1,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.15 kmpl,BS 4,6,35,1.1728785412926304,No,No,No,No,No,No,0
330000.0,525000.0,Petrol,,,No,No,2017,Mahindra,KUV100,"['K2', '6', 'STR']",75000.0,2,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.14 kmpl,Not Applicable,6,35,1.1728785412926304,No,No,No,No,No,No,0
316000.0,744000.0,Petrol,,,No,No,2016,Mahindra,KUV100,"['K8', '5', 'STR']",91823.0,1,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.14 kmpl,Not Applicable,5,35,1.1861850568025385,No,No,No,No,No,No,0
300000.0,559000.0,Petrol,,,No,No,2019,Mahindra,KUV100,"['K2', '6', 'STR']",200000.0,1,Manual,Yes,Commercial,Ahmedabad,1198 ,82.0,18.15 kmpl,BS 4,6,35,1.1728785412926304,No,No,No,No,No,No,0
297000.0,632000.0,Petrol,,,No,No,2016,Mahindra,KUV100,"['K6', '5', 'STR', '[2016-2017]']",24935.0,2,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.15 kmpl,Not Applicable,5,35,1.1861850568025385,No,No,No,No,No,No,0
200000.0,751000.0,Petrol,,,No,No,2016,Mahindra,KUV100,"['K8', '6', 'STR']",40000.0,1,Manual,No,Not Available,Ahmedabad,1198 ,82.0,18.14 kmpl,Not Applicable,6,35,1.1861850568025385,No,No,No,No,No,No,0
450000.0,559000.0,Petrol,,,No,No,2020,Mahindra,KUV100,"['K2', '6', 'STR']",43375.0,1,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.15 kmpl,BS 4,6,35,1.1728785412926304,No,No,No,No,No,No,0
291000.0,525000.0,Petrol,,,No,No,2017,Mahindra,KUV100,"['K2', '6', 'STR']",38186.0,1,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.14 kmpl,Not Applicable,6,35,1.1728785412926304,No,No,No,No,No,No,0
250000.0,888000.0000000001,Diesel,,,Turbocharged (Fixed Geometry),No,2018,Mahindra,KUV100,"['K8', 'D', '6', 'STR']",91200.0,3,Manual,No,Individual,Ahmedabad,1198 ,77.0,25.32 kmpl,BS 4,6,35,1.1861850568025385,No,Yes,No,Yes,No,No,0
303000.0,559000.0,Petrol,,,No,No,2018,Mahindra,KUV100,"['K2', '6', 'STR']",50648.0,1,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.15 kmpl,BS 4,6,35,1.1728785412926304,No,No,No,No,No,No,0
238000.0,744000.0,Petrol,,,No,No,2016,Mahindra,KUV100,"['K8', '5', 'STR']",61266.0,2,Manual,No,Individual,Ahmedabad,1198 ,82.0,18.14 kmpl,Not Applicable,5,35,1.1861850568025385,No,No,No,No,No,No,0
291000.0,888000.0000000001,Diesel,,,Turbocharged (Fixed Geometry),No,2018,Mahindra,KUV100,"['K8', 'D', '6', 'STR']",125416.0,1,Manual,No,Individual,Ahmedabad,1198 ,77.0,25.32 kmpl,BS 4,6,35,1.1861850568025385,No,Yes,No,Yes,No,No,0
309000.0,864000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2017,Mahindra,KUV100,"['K8', 'D', '6', 'STR', 'Dual', 'Tone']",67621.0,2,Manual,No,Individual,Ahmedabad,1198 ,77.0,25.31 kmpl,Not Applicable,6,35,1.1861850568025385,No,No,No,No,No,No,0
250000.0,559000.0,CNG,,,No,No,2018,Mahindra,KUV100,"['K2', '6', 'STR']",56000.0,1,Manual,No,Commercial,Ahmedabad,1198 ,82.0,18.15 kmpl,BS 4,6,35,1.1728785412926304,No,No,No,No,No,No,0
300000.0,851000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2017,Mahindra,KUV100,"['K6', 'Plus', 'D', '6', 'STR']",89000.0,2,Manual,No,Not Available,Ahmedabad,1198 ,77.0,25.32 kmpl,BS 4,6,35,1.1861850568025385,No,No,No,No,No,No,0
400000.0,1119000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Mahindra,Marazzo,"['M2', '8', 'STR']",201230.0,1,Manual,No,Commercial,Ahmedabad,1497 ,121.0,17.3 kmpl,BS 4,8,45,1.233621057995454,No,Yes,No,No,No,No,0
800000.0,1803000.0,Diesel,,,Turbocharged,No,2020,Mahindra,Marazzo,"['M6', 'Plus', '8', 'STR', '[2020]']",194000.0,2,Manual,Yes,Individual,Ahmedabad,1497 ,121.0,17.3 kmpl,BS 6,8,45,1.233621057995454,No,Yes,No,Yes,No,No,780
1000000.0,1467000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Mahindra,Marazzo,"['M6', '7', 'STR']",250000.0,1,Manual,Yes,Individual,Ahmedabad,1497 ,121.0,17.3 kmpl,BS 4,7,45,1.233621057995454,No,Yes,No,Yes,No,No,0
825000.0,1299000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Mahindra,Marazzo,"['M4', '7', 'STR']",22000.0,1,Manual,Yes,Individual,Ahmedabad,1497 ,121.0,17.3 kmpl,BS 4,7,45,1.233621057995454,No,Yes,No,No,No,No,0
235000.0,903000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2012,Mahindra,Quanto,['C6'],108000.0,1,Manual,No,Not Available,Ahmedabad,1493 ,100.0,17.1 kmpl,Not Applicable,7,55,1.1757851448580747,No,No,No,No,No,No,0
1900000.0,2710000.0,Diesel,No,,Turbocharged,Manual Shift - Electronic,2023,Mahindra,Scorpio,"['N', 'Z8', 'L', 'Diesel', 'AT', '4WD', '7', 'STR', '[2022]']",53657.0,1,Automatic,Yes,Individual,Ahmedabad,2184 ,172.0,13.4 kmpl,BS 6,7,57,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
1789999.9999999998,2072000.0,Diesel,,,Turbocharged,No,2024,Mahindra,Scorpio,"['N', 'Z8', 'S', '2WD', 'Diesel', '2.2L', 'Turbo', 'Manual', '7', 'STR']",50000.0,1,Manual,Yes,Individual,Ahmedabad,2184 ,172.0,,BS 6,7,57,5.521148076313147,Yes,Yes,No,Yes,No,No,0
2000000.0,2443000.0,Diesel,No,,Turbocharged,No,2022,Mahindra,Scorpio,"['N', 'Z8', 'L', 'Diesel', 'AT', '2WD', '7', 'STR', '[2022]']",56000.0,1,Automatic,Yes,Individual,Ahmedabad,2184 ,172.0,15 kmpl,BS 6,7,57,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
1698999.9999999998,2471000.0,Petrol,No,,Turbocharged,No,2024,Mahindra,Scorpio,"['N', 'Z8', 'L', 'Petrol', 'AT', '7', 'STR', '[2024-2025]']",44000.0,1,Automatic,Yes,Individual,Ahmedabad,1997 ,200.0,,BS 6,7,57,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
2375000.0,2595000.0,Diesel,,,Turbocharged,No,2025,Mahindra,Scorpio,"['N', 'Z8', 'L', '2WD', 'Diesel', '2.2L', 'Turbo', 'Automatic', '7', 'STR']",30000.0,1,Automatic,Yes,Individual,Ahmedabad,2184 ,172.0,,BS 6,7,57,5.534454591823055,Yes,Yes,Yes,Yes,Yes,Yes,0
1532000.0,2341000.0,Petrol,No,,Turbocharged,No,2022,Mahindra,Scorpio,"['N', 'Z8', 'L', 'Petrol', 'AT', '7', 'STR', '[2022]']",56286.0,1,Automatic,No,Individual,Ahmedabad,1997 ,200.0,,BS 6,7,57,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
2000000.0,2347000.0,Diesel,No,,Turbocharged,No,2023,Mahindra,Scorpio,"['N', 'Z8', 'L', 'Diesel', 'MT', '2WD', '7', 'STR', '[2023-2024]']",31000.0,1,Manual,No,Individual,Ahmedabad,2184 ,172.0,,BS 6,7,57,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
1950000.0,2710000.0,Diesel,No,,Turbocharged,Manual Shift - Electronic,2023,Mahindra,Scorpio,"['N', 'Z8', 'L', 'Diesel', 'AT', '4WD', '7', 'STR', '[2022]']",30000.0,1,Automatic,Yes,Individual,Ahmedabad,2184 ,172.0,13.4 kmpl,BS 6,7,57,5.5660912091903905,Yes,Yes,Yes,Yes,No,No,0
