Price,new_car_price,overview_Fuel type,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage,Emission_Standard,Seating_Capacity,Fuel_Tank_Capcity,Safety_Score,Sunroof,Praking_Sensors,Keyless_Start,GPS_Navigation,ADAS,Automatic_Emergency_Braking,Driving_Range
1425000.0,4439000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Audi,Q3,"['35', 'TDI', 'quattro', 'Premium', 'Plus']",103000.0,1,Automatic,Yes,Individual,Ahmedabad,1968 ,184.0,15.17 kmpl,BS 4,5,64,5.250557509442676,Yes,Yes,No,Yes,No,No,0
1675000.0,3611000.0,Diesel,,,Turbocharged (Variable Geometry),No,2017,Audi,Q3,"['30', 'TDI', 'S']",59000.0,1,Manual,Yes,Individual,Ahmedabad,1968 ,138.0,17.71 kmpl,Not Applicable,5,64,1.7034304767949882,Yes,No,No,No,No,No,0
3675000.0,5903000.0,Petrol,,,Turbocharged,Full-time,2024,Audi,Q3,"['40', 'TFSI', 'Technology', '[2022-2024]']",23000.0,1,Automatic,Yes,Individual,Ahmedabad,1984 ,192.0,14.93 kmpl,BS 6,5,62.4,5.5660912091903905,Yes,Yes,No,Yes,No,No,896
4250000.0,,Petrol,,,Turbocharged,Full-time,2025,Audi,Q3,"['40', 'TFSI', 'Technology']",6843.0,,Automatic,No,Not Available,Ahmedabad,1984 ,188.0,14.93 kmpl,BS 6,5,62.4,5.5660912091903905,Yes,Yes,No,Yes,No,No,896
500000.0,,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2012,Audi,Q3,"['2.0', 'TDI', 'Base', 'Grade']",97000.0,,Automatic,No,Individual,Ahmedabad,1968 ,174.0,15.77 kmpl,Not Applicable,5,64,2.0189641765427018,Yes,No,No,No,No,No,0
4000000.0,5303000.0,Petrol,,,Turbocharged,Full-time,2025,Audi,Q3,"['40', 'TFSI', 'Premium', 'Plus']",38000.0,1,Automatic,No,Not Available,Ahmedabad,1984 ,188.0,14.93 kmpl,BS 6,5,62.4,5.5660912091903905,Yes,Yes,No,Yes,No,No,896
2500000.0,,Diesel,,,,,2019,Audi,Q5,"['35', 'TDI', 'Technology']",60248.0,1,Automatic,Yes,Commercial,Ahmedabad,,,,Not Applicable,5,,0.7359904639672388,No,No,No,No,No,No,0
2100000.0,,Diesel,,,,,2018,Audi,Q5,"['35', 'TDI', 'Technology']",98000.0,2,Automatic,Yes,Individual,Ahmedabad,,,,Not Applicable,5,,0.7359904639672388,No,No,No,No,No,No,0
1675000.0,4439000.0,Diesel,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Audi,Q3,"['35', 'TDI', 'quattro', 'Premium', 'Plus']",56000.0,1,Automatic,Yes,Individual,Ahmedabad,1968 ,184.0,15.17 kmpl,BS 4,5,64,5.250557509442676,Yes,Yes,No,Yes,No,No,0
1250000.0,,Diesel,,,,,2013,Audi,Q5,"['2.0', 'TDI', 'quattro', 'Technology', 'Pack']",78000.0,1,Automatic,Yes,Individual,Ahmedabad,1968 ,174.0,12.8 kmpl,Not Applicable,5,75,1.971528175349786,Yes,No,No,No,No,No,0
5450000.0,7756000.0,Petrol,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2025,Audi,Q5,"['Technology', '45', 'TFSI']",7000.0,1,Automatic,Yes,Individual,Ahmedabad,1984 ,261.0,13.4 kmpl,BS 6,5,70,7.0241210257665205,Yes,Yes,Yes,Yes,No,No,943
5600000.0,,Petrol,No,,Turbocharged (Variable Geometry),Torque-On-Demand,2024,Audi,Q5,"['Technology', '45', 'TFSI']",6800.0,,Automatic,No,Not Available,Ahmedabad,1984 ,261.0,13.4 kmpl,BS 6,5,70,7.0241210257665205,Yes,Yes,Yes,Yes,No,No,943
1175000.0,5631000.0,Diesel,,,,,2016,Audi,Q5,"['2.0', 'TDI', 'quattro', 'Premium']",89000.0,1,Automatic,No,Individual,Ahmedabad,1968 ,174.0,12.8 kmpl,Not Applicable,5,75,1.971528175349786,Yes,No,No,No,No,No,0
